category,word,description,id
science,분광기,전자기파를 파장에 따라 분산시켜 카메라를 사용하여 분산된 신호를 기록하는 장치.,science495
science,부피변화,온도와 압력에 따라 부피가 변화하는 현상,science496
science,볼록렌즈,가운데 부분이 가장자리보다 두꺼운 모양의 렌즈. ,science497
science,복사평형,어떤 물체가 흡수하는 복사 에너지양과 방출하는 복사 에너지양이 같은 상태.,science498
science,불확정성원리,양자역학에서의 기본적인 원리 중 하나로 입자의 위치와 운동량을 모두 정확하게는 알 수 없다는 원리.,science499
science,삼각함수,각에 대한 함수로서 삼각형의 각과 변의 길이를 연관시킨 것,science500
science,삼투압,삼투현상을 통하여 물이 농도가 낮은 쪽에서 높은 쪽으로 이동할 때 생겨나는 압력.,science501
science,상대습도,대기 중에 존재하는 수증기량을 포화수증기량에 대해 비율로 나타낸 것.,science502
science,세포구조," 세포의 핵은 생물의 모든 정보를 담고 있으며, 생명 활동을 조절하는 중요한 역할을 한다. 세포막은 세포를 둘러싸고 세포를 보호하며, 미토콘드리아에서는 에너지를 만듦.",science503
science,샤를의법칙,기체의 부피가 기체의 온도에 비례한다는 법칙.,science504
science,생태계균형,어떤 지역에 살고 있는 생물의 종류와 수 또는 양이 균형을 이루며 안정된 상태를 유지하는 것.,science505
science,생태계구성,"어떤 지역 안에 사는 생물군과, 이것들을 제어하는 무기적 환경요인이 종합된 복합 체계.",science506
science,생식주기,"여성의 생식주기에 대한 내용으로 호르몬과 배란, 수정 그리고 폐경에 이르기까지의 과정",science507
science,생식세포분열,정자나 난자와 같은 생식세포가 만들어지는 동안에 일어나는 특수한 형태의 세포 분열.,science508
science,생식계,생식기와 내부 생식 기관인 생식로 이루어짐.,science509
science,생물진화과정,우주의 역사적 변화 전체를 지칭하는 경우에 그중 생물계의 진화만을 가리키는 용어. ,science510
science,생물진화," 유전은 부모의 특징을 닮는 현상, 진화는 생물이 오랫동안 여러 세대를 거치면서 변해가는 현상. 유전 현상은 DNA로 구성된 핵 속의 유전자에 의해 나타남.",science511
science,생물다양성 보존,지구 각지의 자연계에 존재하는 생물의 다양성 보존.,science512
science,생물다양성,기본적으로 지구상에 존재하는 온갖 생물이 다양성을 뜻함.,science513
science,생물권," 수권의 최하부부터 기권의 약 10km(대류권)까지와 토양의 내부를 포함하는 지구의 살아있는 모든 것을 말한다. 지구화학적으로 지구상의 생물 전체를 나타내고, 생태학적으로는 생물이 생활하고 있는 장소...  생물권은 지구상의 생물과 환경을 모두 포함하여 지칭.",science514
science,생명체구성,"생명체를 구성하는 물질은 단백질의 단위체인 아미노산의 펩타이드 결합과 핵산의 단위체인 뉴클레오타이드의 결합으로 생성된 서로 다른 유전 물질을 전달하는 DNA, RNA가 있음.",science515
science,생명과학," 생명에 관계되는 현상이나 생물의 여러가지 기능을 연구해서, 의료나 환경보존 등 인류복지에 사용하는 종합과학.",science516
science,생명공학기술,생물이 가지고 있는 고유한 기능을 높이거나 개량하여 필요한 물질을 대량으로 생산해 내거나 유용한 물질을 만들어내는 기술.,science517
science,상호작용,"생물체 부분들의 기능 사이나, 생물체의 한 부분의 기능과 개체의 기능 사이에서 이루어지는 일정한 작용.",science518
science,상태변화,"에너지의 흡수와 방출에 따라 물질의 상태가 고체, 액체, 기체로 변화하는 것.  물질의 상태가 온도·압력·자기장 등 일정한 외적 조건에 따라 한 상태에서 다른 상태로 변화하는 현상.",science519
science,세포분열,부모세포가 두개 또는 그 이상의 딸세포로 나뉘는 과정으로 세포주기의 한 부분임.,science520
science,열전도율,열이 전달될 때 각 방향으로 전달되는 열의 크기가 다르다는 것을 의미,science521
society,국회,"국민의 대표인 국회 의원들로 이루어져, 법률을 만들고 행정부와 사법부를 감시하는 기능을 하는 국가 기관. 국회 의원들이 국회 의사당에 모여서 하는 회의.",society0
society,협동조합,"소비자나 농민, 어민, 중소기업자 등이 각자의 생활이나 사업을 좋게 만들기 위해 만든 협력 조직.",society1
society,사회 운동,"사회 체제를 근본적으로 바꾸거나 구체적인 사회 문제를 해결하기 위해 지속적으로 벌이는, 자발적이고 조직적이며 집단적인 운동.",society2
society,사회 복지,"국민의 생활 향상과 사회 보장을 위해 교육, 문화, 의료, 노동 등 사회생활의 모든 분야에 걸쳐 베푸는 사회 정책과 시설.",society3
society,사회 보장 제도,"질병, 재해, 실직 등의 어려움에 처한 사람들의 생활을 국가가 경제적으로 지원해 주는 제도.",society4
society,사법부,사건에 법을 적용해 잘잘못을 따지는 권한을 가진 대법원 및 대법원이 관리하는 모든 기관.,society5
society,사법,국가나 국민에 관한 일을 법에 따라 판단하는 국가의 기본적인 활동.,society6
society,사고력,어떤 것에 대하여 깊이 생각하는 힘.,society7
society,빈곤,가난하여 생활하기가 어려움. 내용 등이 만족스럽지 못하거나 풍부하지 않음.,society8
society,사회봉사,사회의 이익이나 복지를 위해 노동력을 제공하거나 돈과 물건 등을 내놓는 일.,society9
society,불안,마음이 편하지 않고 조마조마함. 분위기나 정세가 안정되지 않아 어수선함.,society10
society,분쟁,서로 물러서지 않고 치열하게 다툼.,society11
society,분석력,사물이나 사회의 현상을 분석할 수 있는 능력.,society12
society,분단,본래 하나였던 것이 둘 이상으로 나누어짐. 하나의 단체를 몇 개의 작은 단위로 나눔. 또는 그 무리. 한 학급을 작은 단위로 나눔. 또는 그 무리.,society13
society,분노,몹시 화를 냄.,society14
society,복지,편안하고 행복하게 사는 삶.,society15
society,보험,미래의 재해나 질병 등에 대하여 금전적 보상을 받기 위해 정해진 기간 동안 일정한 돈을 납부해 적립해 두는 제도.,society16
society,보건,병의 예방이나 치료 등을 통해 건강을 잘 지킴.,society17
society,불가침,함부로 침범할 수 없음.,society18
society,사회주의,개인의 재산을 인정하지 않고 생산 수단을 사회화하여 자본주의를 넘어서는 사회 제도를 실현하려는 사상. 또는 그 운동.,society19
society,사회학,사회의 모든 현상과 조직의 원리 등을 연구하는 학문.,society20
society,산업,"농업, 공업, 임업, 수산업, 광업, 서비스업 등과 같이 물품이나 서비스 등을 만들어 내는 일.",society21
society,시민,한 도시 안에 살고 있는 사람. 한 나라의 국민으로서 그 나라의 법에 규정된 권리와 의무를 가진 사람.,society22
society,슬픔,마음이 아프거나 괴로운 느낌.,society23
society,수학,수를 헤아리거나 공간을 측정하는 등의 수와 양에 관한 학문. 어떤 분야를 배워서 익힘.,society24
society,수출,국내의 상품이나 기술을 외국으로 팔아 내보냄.,society25
society,수입,"어떤 일을 하여 돈이나 물건 등을 거두어들임. 또는 그 돈이나 물건. 개인이나 국가, 단체가 벌어들이는 돈. 외국의 상품이나 기술 등을 국내로 사들임. 사상, 문화, 풍속 등을 다른 나라로부터 배워서 들여옴.",society26
society,소비자,생산자가 만든 물건이나 서비스 등을 돈을 주고 사는 사람.,society27
society,소비,"돈, 물건, 시간, 노력, 힘 등을 써서 없앰.",society28
society,소방,화재를 막거나 진압함.,society29
society,세금,국가 또는 지방 공공 단체가 필요한 경비로 사용하기 위하여 국민이나 주민으로부터 강제로 거두어들이는 돈.,society30
society,세계화,세계 여러 나라를 이해하고 세계적으로 나아감. 또는 그렇게 되게 함.,society31
society,성차별,성별에 따라 차이를 두어 사람을 대함.,society32
society,선진국,"다른 나라보다 정치, 경제, 문화 등의 발달이 앞선 나라.",society33
society,선거,일정한 조직이나 집단에서 투표를 통해 대표자나 임원을 뽑음.,society34
society,생태학,"생물의 생활 상태, 생물과 환경과의 관계 등을 연구하는 학문.",society35
society,생산자,생산하는 사람.,society36
society,생물학,"동물, 식물. 미생물 같은 생물의 구조와 기능 등을 연구하는 학문.",society37
society,산업화,산업과 기술이 발달하여 생산이 기계화되고 인구의 도시 집중과 같은 특징을 가진 사회로 됨.,society38
society,병역,일정한 기간 동안 군대에서 일해야 하는 국민의 의무.,society39
society,시민권,국민이나 주민으로서 가지는 권리.,society40
society,변호사,법적으로 자격을 갖추고 피고나 원고를 변론하며 법률에 관한 일을 전문적으로 하는 사람.,society41
society,법원,재판을 하는 국가 기관.,society42
society,뉴스,새 소식을 전해 주는 방송 프로그램. 처음으로 공개되는 새로운 소식.,society43
society,농촌,농사를 짓는 사람들이 주로 모여 사는 마을.,society44
society,농업,농사를 짓는 일. 또는 농사를 짓는 직업.,society45
society,논리학,바르게 판단하고 인식하기 위한 생각의 형식과 방법 등을 연구하는 학문.,society46
society,노동권,일할 능력이 있는 사람이 국가에 대하여 일할 기회를 요구할 수 있는 권리.,society47
society,노동,사람이 필요한 음식이나 물자를 얻기 위하여 육체적으로나 정신적으로 하는 일. 몸을 움직여서 일함.,society48
society,난민,전쟁이나 재해 등으로 집이나 재산을 잃은 사람. 가난해서 생활이 어려운 사람.,society49
society,다국적 기업,세계 곳곳에 회사와 공장을 세워 생산과 판매를 하는 세계적 규모의 기업.,society50
society,기후,"기온, 비, 눈, 바람 등의 기상 상태. 일정한 지역에서 여러 해에 걸쳐 나타난 평균적인 날씨.",society51
society,기업,"이윤을 얻기 위해 생산, 판매, 유통 등의 경제 활동을 하는 조직체.",society52
society,기쁨,기분이 매우 좋고 즐거운 마음.,society53
society,금융,경제에서 자금의 수요와 공급을 조정하고 관리하는 활동.,society54
society,근대,현대의 특징이 나타나기 시작한 가까운 과거의 시대. 중세와 현대 사이의 시대.,society55
society,규범,한 사회의 구성원으로서 따르고 지켜야 할 원리나 행동 양식.,society56
society,군대,일정한 규율과 질서가 있는 군인들의 집단.,society57
society,국회 의원,국민의 선거에 의해 뽑히는 국민의 대표로서 국회를 이루는 구성원.,society58
society,기하학,"점, 선, 면, 입체의 모양이나 크기, 위치 등에 대하여 연구하는 학문.",society59
society,다문화,한 사회 안에 여러 민족이나 여러 나라의 문화가 섞여 있는 것.,society60
society,다원주의,여러 개인이나 집단이 원칙으로 삼는 것이나 목적이 서로 다를 수 있음을 인정하는 태도.,society61
society,대사관,대사를 중심으로 한 나라를 대표하여 다른 나라에서 외교 업무를 보는 기관.,society62
society,범죄,법을 어기고 죄를 저지르는 것.,society63
society,방송,텔레비전이나 라디오를 통하여 사람들이 보고 들을 수 있게 소리나 화면 등을 전파로 내보내는 것.,society64
society,발명,지금까지 없던 새로운 기술이나 물건을 처음으로 생각하여 만들어 냄.,society65
society,민족주의,"민족의 독립과 통일을 통하여 민족을 중심으로 한 정치, 문화, 경제의 발전을 이룩하고자 하는 사상.",society66
society,민족,"오랫동안 일정한 지역에서 함께 생활하면서 고유한 언어, 문화, 역사를 이룬 사람들의 집단.",society67
society,물가,물건이나 서비스의 평균적인 가격. 바다나 강 등과 같이 물이 있는 곳의 가장자리.,society68
society,문화재,문화적 가치가 뛰어나서 법으로 보호를 받거나 받아야 하는 유물 및 유적.,society69
society,문화유산,문화적인 가치가 높아 후손들에게 물려줄 필요가 있는 문화나 문화재.,society70
society,문화,"사회의 공동체가 일정한 목적 또는 생활 이상을 실현하기 위하여 만들고, 익히고, 공유하고, 전달하는 물질적, 정신적 활동.",society71
society,무역,지방과 지방 사이에 서로 물건을 사고파는 일. 나라와 나라 사이에 서로 물건을 사고파는 일.,society72
society,동료,직장에서 함께 일하는 사람.,society73
society,도시화,도시의 문화가 전해져서 도시가 아닌 곳이 도시처럼 됨. 또는 그렇게 만듦.,society74
society,도시,"정치, 경제, 문화의 중심이 되고 사람이 많이 사는 지역.",society75
society,대화,마주 대하여 이야기를 주고받음. 또는 그 이야기.,society76
society,대학,고등학교를 마치고 진학하는 고등 교육 기관. 한 대학교 안에서 같은 계열에 속하는 학과들로 이루어진 기관.,society77
society,대통령,"공화국 체제에서 국가를 대표하고 행정부 최고의 직위를 가진 사람, 또는 그 지위.",society78
society,대중문화,대중이 만들고 누리는 문화.,society79
society,법치주의,국가의 권력은 국민의 의사에 따라 만들어진 법률에 바탕을 두어야 한다는 주의.,society80
society,시민운동,"시민들이 자신의 권리를 지키고 보호하기 위해 벌이는 정치적, 사회적 운동.",society81
society,시장,"여러 가지 상품을 사고파는 곳. 상품, 재화, 서비스 등의 거래가 이루어지는 추상적인 영역. 시를 다스리는 최고 책임자.",society82
society,신문,정기적으로 세상에서 일어나는 새로운 일들을 알려 주는 간행물. 신문 기사를 실은 종이. 이미 알고 있는 일이 사실인지 거짓인지 확인하기 위하여 캐물음. 정확한 법적 판결을 위해 관계자를 상대로 사건에 대해 캐물으며 조사함.,society83
society,참을성,참고 견디는 성질.,society84
society,지방 자치 제도,각 지방의 행정이 지방 주민이 선출한 기관을 통하여 이루어지는 제도.,society85
society,지방 자치,각 지방의 행정이 지방 주민이 선출한 기관을 통하여 이루어지는 제도.,society86
society,지리,"어떤 곳의 지형이나 길. 지구 상의 기후, 생물, 자연, 교통, 도시 등의 상태. 동양 철학에서, 인간의 행복과 불행을 지형이나 방위와 연결시켜 생각하는 이론. 지구의 자연과 인간의 생활을 지역적 관점에서 연구하는 학문.",society87
society,지도,지구 표면의 전부나 일부를 일정한 비율로 줄여 약속된 기호를 사용하여 평면에 그린 그림. 어떤 목적이나 방향으로 다른 사람을 가르쳐 이끎. 선생님이 학생에게 공부나 바른 생활을 가르침. 유도에서 금지된 기술 및 동작을 할 때 받는 주의.,society88
society,지구촌,지구 전체를 한 마을처럼 여겨 이르는 말.,society89
society,중재,다투는 사람들 사이에 끼어들어 당사자들을 화해시킴.,society90
society,창의력,지금까지 없던 새로운 것을 생각해 내는 능력.,society91
society,중앙 집권,나라를 다스리는 권력이 지방에 갈라져 흩어져 있지 않고 중앙 정부에 집중되어 있는 통치 형태.,society92
society,주식,주식회사의 자본을 같은 값으로 나누어 놓은 단위나 증권. 밥이나 빵과 같이 끼니에 주가 되는 음식.,society93
society,주권,국가의 의사나 정책을 최종적으로 결정하는 권력.,society94
society,조정,어떤 기준이나 상황에 맞게 바로잡아 정리함. 다툼이 있는 사이에 끼어서 서로 화해하게 하거나 타협하여 합의하게 함.,society95
society,정치,사회 질서를 바로잡고 국민의 기본 생활을 보장하기 위해 국가의 권력을 유지하며 나라를 다스리는 일.,society96
society,정전,들어오던 전기가 끊어짐.,society97
society,정부,"입법, 사법, 행정의 삼권을 포함하는 통치 기구. 행정을 맡아보는 국가 기관. 남편이 아니면서 성관계를 하고 깊이 사귀는 남자. 아내가 아니면서 성관계를 하고 깊이 사귀는 여자.",society98
society,정당,정치적인 생각이나 주장이 같은 사람들이 정권을 잡고 정치적 이상을 실현하기 위하여 모인 단체.,society99
society,중세,역사의 시대 구분에서 고대와 근세 사이의 중간 시대.,society100
society,천문학,"자연 과학의 한 분야로, 우주의 구조와 운동, 천체의 생성과 진화 등을 연구하는 학문.",society101
society,축산업,가축을 길러서 얻은 원료를 가공하여 제품을 만드는 산업.,society102
society,출생률,전체 인구에 대하여 아이가 태어나는 비율.,society103
society,현대,오늘날의 시대. 역사학에서 구분하는 시대 가운데 사상 등이 현재와 같다고 생각되는 때부터 지금까지의 시기.,society104
society,헌법,"국가를 통치하는 기본 원리이며 국민의 기본권을 보장하고, 다른 것으로 대체할 수 없는 최고 법규.",society105
society,행정부,대통령을 중심으로 국가의 행정을 맡아보는 기관.,society106
society,행정,규정이나 규칙에 의하여 공적인 일들을 처리함. 정부가 법률에 따라 행하는 통치 행위.,society107
society,행복,복되고 좋은 운수. 삶에서 충분한 만족과 기쁨을 느껴 흐뭇함. 또는 그러한 상태.,society108
society,해결,"사건이나 문제, 일 등을 잘 처리해 끝을 냄.",society109
society,평화 통일,전쟁을 하지 않고 평화적인 방법으로 이루는 통일.,society110
society,판사,대법원을 제외한 법원의 법관.,society111
society,판결,옳고 그름이나 좋고 나쁨을 판단하여 결정함. 법원이 소송 사건에 대하여 판단하고 결정을 내림.,society112
society,특허,특정한 사람에게 일정한 권리나 능력을 주는 행정 행위. 발명 또는 새로운 기술적 고안을 한 사람이나 단체가 그 발명이나 기술에 관해 독점적으로 가지는 권리.,society113
society,투표,선거를 하거나 어떤 일을 결정할 때 정해진 용지에 의견을 표시하여 내는 일.,society114
society,통화,전화로 말을 주고받음. 통화한 횟수를 세는 단위. 한 사회에서 사용하는 화폐.,society115
society,통찰력,사물이나 현상 등을 정확하고 날카롭게 꿰뚫어 보는 능력.,society116
society,통신,"우편이나 전신, 전화 등으로 정보나 소식 등을 전달함. 신문이나 잡지에 실을 기사의 자료를 보냄. 또는 그 자료.",society117
society,통계학,어떤 현상을 통계를 통해 관찰 또는 연구하는 학문.,society118
society,토론,어떤 문제에 대하여 여러 사람이 옳고 그름을 따지며 논의함.,society119
society,충성,주로 임금이나 국가에 대하여 참된 마음에서 우러나오는 정성.,society120
society,전통문화,그 나라에서 생겨나 전해 내려오는 그 나라 고유의 문화.,society121
society,전통,"어떤 집단이나 공동체에서 지난 시대부터 전해 내려오면서 고유하게 만들어진 사상, 관습, 행동 등의 양식.",society122
society,전쟁,대립하는 나라나 민족이 군대와 무기를 사용하여 서로 싸움. (비유적으로) 어떤 문제에 대하여 매우 적극적으로 대응하거나 심하게 경쟁함. 또는 그로 인해 복잡한 상황.,society123
society,재해,"뜻하지 않게 일어난 불행한 사고나 지진, 홍수, 태풍 등의 자연 현상으로 인한 피해.",society124
society,의료,의학과 관련된 기술로 상처나 병을 치료함. 또는 그런 일.,society125
society,은행,사람들의 돈을 맡아 관리하고 필요한 사람에게 돈을 빌려주는 기관. 갑자기 필요해지는 것이나 평소에 쉽게 구할 수 없는 것 등을 모아서 보관해 두었다가 필요한 사람에게 내주는 기관. 은행나무의 열매.,society126
society,유적지,역사적 유물이나 유적이 있는 곳.,society127
society,유적,남아 있는 역사적인 자취.,society128
society,유엔,"제이 차 세계 대전 후 국가 간의 평화와 안전의 유지, 우호 관계 증진 및 협력을 위해 만든 국제 평화 기구.",society129
society,유물,앞선 시대에 살았던 사람들이 후대에 남긴 물건. 죽은 사람이 살아 있을 때 사용하다 남긴 물건. (비유적으로) 이제는 쓸모가 없어진 이전 시대의 제도나 이념이나 습관.,society130
society,외교,"다른 나라와 정치적, 경제적, 문화적 관계를 맺는 일.",society131
society,예산,"필요한 비용을 미리 계산해서 정함. 또는 그런 비용. 국가나 단체, 회사 등에서 수입과 지출을 미리 계산해 돈을 어떻게 사용할 것인지 계획을 세움. 또는 그 계획.",society132
society,영토,한 국가의 땅.,society133
society,연방제,자치권을 가진 둘 이상의 주나 나라가 연합하여 하나의 국가를 이루는 정치 제도.,society134
society,연금 제도,나이가 들어 돈을 벌 수 없거나 죽거나 하였을 때 당사자 또는 유족의 생활 보장을 위하여 매년 일정 금액을 지급하는 제도.,society135
society,연금,국가나 사회에 특별한 공로가 있거나 일정 기간 동안 국가 기관에서 일한 사람에게 매년 주는 돈. 일정한 장소에 가두어 놓고 드나들지 못하게 하는 것.,society136
society,역사,"인간 사회가 시간이 지남에 따라 흥하고 망하면서 변해 온 과정. 또는 그 기록. 사물이나 사실, 자연 현상 등이 변해 온 과정. 역사를 연구하는 학문.",society137
society,여성 운동,"여성의 권리를 지키고 정치적, 사회적, 경제적 지위를 높이기 위한 사회 운동.",society138
society,어업,"이익을 얻기 위해 물고기, 조개, 김, 미역 등을 잡거나 기르는 산업. 또는 그런 직업.",society139
society,심리학,인간이나 동물의 의식과 행동을 연구하는 학문.,society140
society,실업,"직업을 잃음. 일할 생각과 능력이 있는 사람이 일자리를 잃거나 일할 기회를 얻지 못하는 상태. 농업, 상업, 공업, 수산업과 같이 생활에 필요한 물건을 만들어 내는 경제에 관한 사업.",society141
society,의료 보험,다치거나 병이 났을 때 치료를 받을 수 있게 해 주거나 치료 비용을 덜어 주는 사회 보험.,society142
society,국제법,"여러 나라가 의논하여 나라와 나라 사이에 따라야 할 권리, 의무 등을 규정한 법률.",society143
society,의회,국민의 선거로 뽑힌 의원들이 법을 제정하거나 중요한 일을 논의하고 의사를 결정하는 기관.,society144
society,이민자,자기 나라를 떠나서 다른 나라로 가서 사는 사람.,society145
society,재정,단체나 국가가 수입과 재산을 관리하며 사용하는 것. 또는 그 운영 상태.,society146
society,재난,뜻하지 않게 일어난 불행한 사고나 고난.,society147
society,장애인,몸에 장애가 있거나 정신 능력이 원활하지 못해  일상생활이나 사회생활이 어려운 사람.,society148
society,자치,자신의 일을 스스로 다스림. 독자적으로 행정 업무를 수행함.,society149
society,자본주의,자본을 생산 수단으로 가진 사람이 이익을 얻기 위해 생산 활동을 하도록 보장하는 사회 경제 체제.,society150
society,입헌주의,국민들의 합의로 만들어진 헌법에 따라 국가를 운영하는 정치사상.,society151
society,입법부,"원칙적으로 국회를 가리키는 말로, 법률을 제정하는 국가 기관.",society152
society,입법,주로 국회에서 법률을 만들어 정함.,society153
society,임금,일을 한 대가로 받는 돈. 왕위가 이어지는 나라에서 나라를 다스리는 왕.,society154
society,인플레이션,나라 안에서 쓰이고 있는 돈의 양이 늘어나서 화폐 가치가 떨어지고 물가가 계속 올라 사람들의 실질적 소득이 줄어드는 현상.,society155
society,인터넷,전 세계의 컴퓨터가 서로 정보를 교환할 수 있도록 연결된 하나의 거대한 컴퓨터 통신망.,society156
society,인종 차별,"특정한 인종에게 편견을 갖고 사회적, 경제적, 법적으로 불평등하게 대하는 일.",society157
society,인종,"백인종, 황인종, 흑인종처럼 피부, 머리색, 골격 등의 신체적 특징에 따라 나눈 사람의 종류.",society158
society,인신매매,사람을 사고팖.,society159
society,인류학,인류가 생물학적으로 진화해 온 역사와 인류가 이룩한 문화 등을 연구하는 학문.,society160
society,인권 유린,인간으로서 당연히 가지는 기본적 권리인 인권을 해치는 일.,society161
society,인구,정해진 지역에 살고 있는 사람의 수. 세상 사람들의 입. 어떤 일에 종사하거나 어떤 분야에 해당하는 사람의 수.,society162
society,이민,자기 나라를 떠나서 다른 나라로 가서 사는 것.,society163
society,대륙,바다로 둘러싸인 크고 넓은 땅.,society164
society,비판적 사고,어떤 사태에 처했을 때 감정 또는 편견에 사로잡히거나 권위에 맹종하지 않고 합리적이고 논리적으로 분석·평가·분류하는 사고과정.,society165
society,환경 보호,자연과 생태계를 지키기 위해 오염을 줄이고 자원을 아끼는 행동,society166
society,협상,서로 다른 의견을 가진 집단이 모여 문제를 해결하고 결정을 하기 위해 의논함.,society167
society,비무장지대,국제조약이나 협약에 의해서 무장이 금지된 지역 또는 지대,society168
society,분쟁해결,"분쟁해결에는 분쟁의 주체, 다투어야 할 문제점인 쟁점, 분쟁을 해결하기 위한 수단의 분쟁 3요소 중 적어도 하나를 배제하면 된다. 서로 대립하는 분쟁의 일방의 주체를 배제하면 쟁점도 형성되지 않고 수단도...  [ 2) 갈등을 해결하기 위한 노력] 주민 대표와 시장, 시청 공무원, 시 의회 의원 등이 참석한 주민 회의를 열어 쓰레기 매립장 건설 문제를 해결하기 위한 논의를 하였습니다. [ 3) 갈등의 해결] 주민 회의에서...   이사를 하다보면 종종 이삿짐이 제때 도착하지 않는다거나 파손되는 등의 사유로 이사업체와 분쟁이 발생하기도 한다. 분쟁이 일어나지 않도록 최대한 미리 예방하는 것이 좋다.  | 법령 | 소비자기본법...   일차적으로 분쟁당사국이 상대국에 대해 '협의'를 요청하고 이를 세계무역기구(WTO)에 통보하면 공식적으로 분쟁해결 절차가 개시된다.  1. 먼저 제소국이 '협의'를 요청하면 10일 내에 피제소국이 이에...   무역분쟁을 해결하기 위해 약정하는 무역계약조건.  무역분쟁의 해결방안을 약정하는 무역거래조건이다. 무역계약에서 거래당사자간에 약정하는 조건으로, 중재조항·재판관할조항·준거법조항 등이 있다....  우리나라의 대안적 분쟁 해결 방안(ADR) 역할을 하는 기구는 특허와 같은 산업 재산권의 경우 산업재산권분쟁조정위원회, 저작권 분야와 컴퓨터 프로그램 저작권 관련은 한국저작권위원회, 반도체 집적 회로...  일상생활 속 분쟁의 해결 방안] [ 1) 재판을 통한 분쟁 해결 방안] ① 민사 소송 타인의 위법한 행위로 물질적 · 정신적 손해를 입은 경우 민사 소송을 통해 손해 배상을 요구할 수 있다. ② 형사 소송 타인의...  과거 GATT의 분쟁해결절차의 약점은 강대국을 제재하는 패널보고서 작성을 기피하는 경향이 있으며 GATT협정 위반이라는 패널보고서가 채택된 경우에도 이를 효과적으로 집행하는 기구가 없다는 점이었다....   금융감독원이나 한국소비자원 등을 통해 보험관련 분쟁을 해결하기 위해서는 관련 내용을 기재한 신청서를 금융감독원 금융민원센터에 제출해 민원제기를 해야 한다. 금융감독원이나 한국소비자원 등을...   캠핑장 사업자와 분쟁이 발생하면 한국소비자원의 조정을 받거나 관광불편신고센터 또는 여행불편처리센터에 신고를 하는 방법으로 해결을 할 수 있다. 그래도 해결 되지 않는 경우 재판을 통해 분쟁을... ",society169
society,분배정책,정부가 특수한 대상 집단에게 각종 서비스·지위·이익·기회 등을 나눠주는 정책,society170
society,복지재정,국가 및 지방공공단체의 경제인 재정현상을 연구대상으로 하는 응용경제학의 한 분야. ,society171
society,보수주의,급격한 변화를 피하고 현체제를 유지하려는 사상이나 태도.,society172
society,보건위생,개인과 공동체의 건강을 유지하고 증진하기 위한 다양한 활동과 방법,society173
society,법치주의원리,법의 지배를 통하여 통치가 행하여지는 주의. ,society174
society,범죄피해자보호,타인의 범죄행위로 인해 생명·신체에 피해를 받은 사람을 구조함으로써 범죄피해자의 복지 증진에 기여함을 목적으로 제정된 법,society175
society,범죄예방대책,범죄 발생을 줄이고 안전한 사회를 만들기 위해 다양한 방법과 전략을 활용하는 것,society176
society,범죄예방,범죄가 발생하기 전에 이를 방지하기 위한 다양한 전략과 방법,society177
society,민주화과정,권위주의적 또는 독재적 체제에서 민주적 체제로의 전환을 의미,society178
society,민주화 운동,특정 국가나 지역에서 민주주의를 확립하고 강화하기 위해 시민들이 조직적으로 벌이는 활동,society179
society,민주주의 교육,"민주사회에서 자신의 권리와 의무를 이해하고, 적극적으로 참여할 수 있도록 돕는 교육 과정",society180
society,민주시민자질,민주사회에서 시민으로서 갖추어야 할 기본적인 특성과 능력,society181
society,민주시민의식함양,"시민들이 민주 사회의 일원으로서 권리와 의무를 인식하고, 적극적으로 정치와 사회에 참여할 수 있도록 하는 과정",society182
society,민주시민의식,"개인이 민주 사회의 일원으로서 자신이 가진 권리와 의무를 인식하고, 이를 바탕으로 사회와 정치에 적극적으로 참여하려는 태도와 가치관",society183
society,민주시민,민주주의 사회에서 시민으로서의 권리와 의무를 가지고 적극적으로 참여하는 사람,society184
society,민주공화국,"국가의 기본적인 성격이 민주적이며, 정치 체제는 공화제로 이루어진 국가",society185
society,민족운동,"특정 민족이나 민족 집단의 권익, 자치, 독립 등을 주장하고 실현하기 위해 조직적으로 전개되는 활동",society186
society,민족분쟁,서로 다른 민족이나 문화 집단 간의 갈등,society187
society,미적분,"수학의 한 분야로, 함수의 변화율과 면적을 다루는 기초적인 이론",society188
society,물적문화,"물질적 요소와 관련된 문화의 형태로, 사람들의 생활 방식, 가치관, 신념 등이 물질적으로 표현된 것",society189
society,물가안정,경제에서 가격 수준이 일정하게 유지되거나 적정 범위 내에서 변동하는 상태,society190
society,물가상승,일반적인 가격 수준이 지속적으로 상승하는 현상,society191
society,문화충돌,"서로 다른 문화적 배경을 가진 집단이나 개인 간의 가치관, 신념, 관습 등이 충돌하는 현상",society192
society,문화창조,"새로운 문화적 가치를 만들어내는 과정으로, 예술, 디자인, 기술, 전통 등 다양한 요소를 결합하여 새로운 형태의 문화적 표현이나 경험을 창출하는 것",society193
society,문화정체성,문화적 측면에 기반하여 형성된 개인이나 사회 집단의 자기의식.,society194
society,문화재활용,"역사적, 예술적, 과학적 가치가 있는 문화재를 다양한 방식으로 이용하여 그 가치를 극대화하고, 사회적, 경제적, 교육적 효과를 창출하는 과정",society195
society,비판적사고력,"정보를 분석하고 평가하며, 논리적인 결론을 도출하는 능력",society196
society,문화재보호,"역사적, 예술적, 과학적 가치가 있는 문화재를 안전하게 지키고, 그 가치를 유지하기 위한 다양한 활동과 노력",society197
society,빈곤대책,"사회에서 빈곤층의 생활 수준을 향상시키고, 빈곤을 예방하기 위한 다양한 정책과 프로그램",society198
